x0,x1,x2,x3,x4
1.308709665948289916e-03,2.981544210589489891e-03,1.200151850171920012e-02,2.167986137625990128e-01,1.463704711920580104e-01
2.792985377347559882e-03,6.563097035494870005e-04,2.790793112210209967e-02,1.123198057035800002e+00,1.454286484357439901e-01
1.696369562641950046e-03,1.751602278875420042e-03,1.482786218379899927e-02,9.952677952651860505e-01,1.385859635879750085e-01
2.107025531601859972e-03,3.069415138469889885e-03,9.437935762621000799e-03,1.107075511723990102e+00,4.170307117446789835e-01
2.014607001717899984e-03,2.240409014931180054e-03,1.783915628695259895e-02,1.366898188153750082e+00,8.416531933075750427e-01
3.343426348923940125e-03,3.477772040427199850e-03,2.690772815004499954e-02,3.287763482274019822e-01,8.199913902017289535e-01
1.382059790531169974e-03,1.787967939039579934e-03,8.246172985033370373e-03,1.243294779730840016e+00,2.378918603218629912e-01
1.907905550126679992e-03,1.176345561657219946e-03,1.885931053656150075e-02,4.676171503881920155e-01,5.423542994656600502e-01
1.555666208019479933e-03,2.049795271246579974e-03,2.627059480020400156e-02,4.357300076734970107e-01,1.235921748778780055e-01
3.572016112152950028e-03,3.361984166405160204e-03,2.470582045359679887e-02,9.573736363045169950e-01,6.864651829388459525e-01
2.790109483984299938e-03,1.151091226472749978e-03,1.259646422520300027e-02,2.861487448860430272e-01,3.577422134792430097e-01
2.046062233610540168e-03,2.601848887713279976e-03,1.844571843423300009e-02,2.393410923066550122e-01,8.988594704773279764e-02
1.862656711376039966e-03,2.631032928586120052e-03,1.063233875304299934e-02,8.337500149594849752e-01,7.389838205622509815e-01
3.285119909176140163e-03,1.622548462686829954e-03,2.311105946418570006e-02,2.200679576023250039e-01,8.112533223188950204e-01
2.378134137012760142e-03,2.114087300640300152e-03,1.852513507711889967e-02,4.533685411128680065e-01,4.566415227619000095e-01
1.667448069707960084e-03,2.491533510541080101e-03,1.076128370412419988e-02,1.315934330135819952e+00,4.559625074707440162e-01
2.961344560279979832e-03,8.341572757635729767e-04,1.949697722930270050e-02,6.879543243659429486e-01,4.146764265685339845e-01
1.657760790785309940e-03,2.947487412196820016e-03,2.755361986276039926e-02,1.258375357881539980e+00,5.513155778201760393e-01
2.318471450567940063e-03,1.872311089391590034e-03,1.220380617436559942e-02,4.639497517944550231e-01,8.273496724874710440e-01
3.693058452715630106e-03,2.326663441925779906e-03,6.076507570664169654e-03,1.017211514035240016e+00,6.939811669080520051e-02
1.857202575255419976e-03,3.587691032047379998e-03,6.383889995081350015e-03,7.105120179819639503e-01,3.908055146737020036e-01
1.615557577480100085e-03,2.735268306474550066e-03,2.006811214570750068e-02,5.034949522538809674e-01,5.875690423394549500e-01
3.082549660803280116e-03,2.659731822564499835e-03,1.525656308922869984e-02,4.568273908307309839e-01,3.382059021366289886e-01
2.706361687253230029e-03,1.208748854743199987e-03,1.911604242194630057e-02,1.189344536537420005e+00,5.132679575730579868e-01
1.248967990155099971e-03,1.968197691377249810e-03,2.104641655226839950e-02,1.283187627812029996e+00,7.639625642241439918e-01
1.635633036591809929e-03,1.096791918010099967e-03,2.503933425350720124e-02,1.335257716226160074e+00,7.559883266307879657e-01
2.680580453023780063e-03,2.673886183728109867e-03,7.789646523146890288e-03,7.386151167524509509e-01,5.969748767188279848e-01
1.372780923384009973e-03,2.436849281526640154e-03,1.384956149097020008e-02,1.162002759778760108e+00,1.129626773048660049e-01
2.993525162765989841e-03,3.393749602235499908e-03,2.411004812213799961e-02,9.989104577311079813e-01,9.535508872242640099e-02
2.653477099834709949e-03,1.091190389373339906e-03,2.514745192663930123e-02,6.866275566872209746e-01,2.738123811401890206e-01
2.034416221634949805e-03,9.210975462584760146e-04,2.030484485102650172e-02,1.159062553133819895e+00,8.294875465924850255e-01
2.851316107511990203e-03,1.916881115481019983e-03,5.310948296636580114e-03,2.114011357709530137e-01,3.487229281987530016e-01
2.875510582196289834e-03,2.864350051030049860e-03,5.235921112817710187e-03,1.277409050182670036e+00,5.035281642121259837e-01
3.672497292082760149e-03,2.035331609542370170e-03,2.146133737865630123e-02,7.897000175148719547e-01,2.488124621051830132e-01
1.516002739451129903e-03,2.413792968955939897e-03,1.588701384724859958e-02,1.208319024672959985e-01,2.331030704563019917e-01
3.226322288105259919e-03,9.603555339069570328e-04,6.886176106773550000e-03,1.320846052759909961e+00,5.359263605766459992e-01
3.479124144161589889e-03,9.452189322861379939e-04,1.351142472052289933e-02,5.063189259072530257e-01,4.300281216711739907e-01
3.081204644074660073e-03,1.036119140218129918e-03,1.272246987306980062e-02,7.948129339712910468e-01,3.188816487961450008e-01
3.020243666900319836e-03,1.169108040830119967e-03,1.981924592072420097e-02,2.514628978018880190e-01,9.904367667716000578e-02
2.962445539306619944e-03,3.503285832793450166e-03,1.635178812231189924e-02,1.347404920051340049e+00,7.156075632760769967e-01
3.511238115851769877e-03,2.022404134315669913e-03,2.741679732397619973e-02,1.219395344296700046e+00,4.433157262240999819e-01
3.507668949527200167e-03,1.543075350214959986e-03,1.023019376972499929e-02,1.370442889648959994e+00,3.100526694669389904e-01
1.604391753787640096e-03,3.710907905183500038e-03,2.335863815323499862e-02,2.656518972271589840e-01,5.701147175543009871e-01
2.848302467226749950e-03,3.287751048770970116e-03,8.727616812747439334e-03,7.442614194127959992e-01,2.519141116016540005e-01
3.395792000918179936e-03,3.546842638545670036e-03,1.723302790297260093e-02,6.714216171274890455e-01,2.369108472736549953e-01
1.680043559429469967e-03,7.481454413376049982e-04,1.099279903971519916e-02,1.050438532414150083e+00,7.773744801292199469e-01
2.615453776132779795e-03,1.448259276474940082e-03,2.570635207672020139e-02,9.207281123832800063e-01,4.354549269718119842e-01
3.580543590592690038e-03,8.630229253262510251e-04,7.477998395755650063e-03,2.689125802834749779e-01,4.851864594484209814e-01
3.405065560476620064e-03,3.255471418000760106e-03,2.589083506893340159e-02,2.364483803200999879e-01,1.065116227369290042e-01
1.760319176486930095e-03,2.282301818134260026e-03,6.358192438360069955e-03,4.007969557967739904e-01,9.653305662004280085e-02
3.390216451394140098e-03,3.645050477032900100e-03,1.644646433845280142e-02,1.182213985846610083e+00,4.817551257906019790e-01
2.569100454557919893e-03,1.978926695095260205e-03,1.475587865084200014e-02,1.311183945903320103e+00,1.194540509516369975e-01
1.699334540486339973e-03,2.470954237767150185e-03,2.294920692254909939e-02,6.694387944747000052e-01,7.377931960090059471e-01
2.539558100424240024e-03,9.007224007073089816e-04,9.105254584690559982e-03,3.057338890110840035e-01,8.924369021747260433e-01
1.646452154652909908e-03,3.048483244404659974e-03,6.402339201847790165e-03,7.739983349747490138e-01,2.174905888424260025e-01
3.129480866424740135e-03,3.538425223365190050e-03,1.604582324128970075e-02,3.975645365755769989e-01,3.298646964591460118e-01
3.263372892671959850e-03,2.797691030381600167e-03,2.060287123434620046e-02,7.289397510808189873e-01,2.073915358155500044e-01
2.896037837484620025e-03,1.708395268929770085e-03,7.676210292461790180e-03,2.094111406593580083e-01,6.848135098072229976e-01
2.408478818850359835e-03,1.481385061537960051e-03,2.062637003099099947e-02,4.735452939356910029e-01,8.529249261477960253e-01
2.517453846462299784e-03,3.528985466372220031e-03,1.625619184966110159e-02,1.111050018380749904e+00,1.791942116888239900e-01
2.785778437900360109e-03,3.289578617812130047e-03,2.371137003038310126e-02,1.206819950235189953e+00,5.604632335973439572e-01
3.823332457662329941e-03,3.523880191407520110e-03,7.584813417735740242e-03,7.127238795213629574e-01,6.512221139150210503e-01
3.769182084881239885e-03,2.334459347057160020e-03,1.687066121804600000e-02,4.342728517223150009e-01,5.334256418184379900e-01
2.724273572002999799e-03,3.388800011355659874e-03,1.539135414606009923e-02,7.417487307364349913e-01,7.912356865629549540e-01
1.410180680225369982e-03,2.360084289775459844e-03,2.241680365823740112e-02,4.148368270068900077e-01,9.021229133373129816e-01
2.635718738503990168e-03,2.574860742974100208e-03,1.040940253351139988e-02,6.505329271011289771e-01,3.159696865156290113e-01
3.346548974471399811e-03,2.566171633197689931e-03,1.327404265426839966e-02,4.449698066721899936e-01,7.188726606923160345e-01
3.425066921255780043e-03,8.219574217544870246e-04,6.232969728712920397e-03,8.096644542178840220e-01,2.544043665705250090e-01
3.467454852758209988e-03,2.745356535646370152e-03,2.740557627466319937e-02,6.932501474370950101e-01,8.733351747065319914e-01
3.778189495548840184e-03,1.735732717885990050e-03,1.801546693627209886e-02,1.008387387246939992e+00,4.999154136674480164e-01
1.795986114803000072e-03,3.677613927280179874e-03,2.705285701937249973e-02,1.879230115455579886e-01,1.606891441741029880e-01
3.515852337324530154e-03,3.485422906102729913e-03,1.938855047661349959e-02,4.601132142269049874e-01,8.548301813057620491e-01
2.079999862798020006e-03,2.827779205264409953e-03,1.380565583796049961e-02,1.157480843606750076e+00,7.455348353136800332e-01
2.217782805766210005e-03,2.289654531291689804e-03,2.394067690781990013e-02,1.281167221249549959e+00,3.458037061798390210e-01
1.984090034124909915e-03,3.706030819330249828e-03,1.323556190999389953e-02,1.187130465727419981e+00,8.665434254738499931e-01
3.498581071650379813e-03,1.646360913463399897e-03,5.277614997749679668e-03,1.125235011242329969e-01,2.712821831735779954e-01
1.591379893283829906e-03,1.891664200263909988e-03,7.974053931669800380e-03,3.919012365967500244e-01,7.293475133725439985e-01
2.782007343214239984e-03,1.683695516457549930e-03,1.681499155637460052e-02,1.126543462425469988e+00,2.672117072951509797e-01
2.041073792210780068e-03,1.300843369501060052e-03,1.304853061786430055e-02,3.743258372338019724e-01,6.847776745911690610e-02
3.534023116665430207e-03,9.649221089625500307e-04,5.452997874321650028e-03,1.144814154539719908e+00,9.001175587447359794e-01
2.743245353604199799e-03,3.563604266640500208e-03,1.544683492796609936e-02,4.064721361419649792e-01,8.894508869578130472e-01
2.206781586824219966e-03,2.818758436637809877e-03,2.382961790620649958e-02,1.201176428824080045e+00,6.098629139524419651e-01
1.345022543565840096e-03,1.374822676198090080e-03,1.748026932112569862e-02,1.130787247963600084e+00,3.041610450353470219e-01
1.803014586357169985e-03,1.142525268586820023e-03,1.492709611396579941e-02,1.620055906536289891e-01,6.036756953874139464e-01
1.631678905854469898e-03,1.433523502053230068e-03,1.196867418291749918e-02,1.430608611164029931e+00,1.682682447638360057e-01
3.753353503632359846e-03,1.569790651398480022e-03,6.712384447883350258e-03,5.537584116964140435e-01,6.355780040456450175e-01
2.301261172962379854e-03,9.424200598364700001e-04,8.869120292899200855e-03,9.032660781440789988e-01,9.341072295897170363e-01
1.267617952515140076e-03,1.864982199295539978e-03,2.108795833077840159e-02,1.305955742824590038e+00,1.338646496594879942e-01
3.472012818990039863e-03,3.697989329935399798e-03,1.137564691750750021e-02,1.184294173774539938e-01,5.368983538046010473e-01
2.284358613496649971e-03,1.760455473693790102e-03,1.230110351190089914e-02,1.097796997122119977e+00,5.120585894817489825e-01
2.443767578544100115e-03,1.923158273763719926e-03,1.032091264569569983e-02,4.318955485112970227e-01,6.017085943426939698e-01
2.197608905107709901e-03,8.066507996658330189e-04,1.577652904320970065e-02,6.012666898684110306e-01,3.932386187911030007e-01
1.808748824591520062e-03,2.168755786786670178e-03,2.643401139624700080e-02,1.982806783800480088e-01,8.012784037082459898e-01
2.335017880586669984e-03,1.501012739834609944e-03,2.110130981535230169e-02,1.807783289722869891e-01,4.801162082953380206e-01
